"","res"
"886","1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"887","1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"888","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"889","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"890","201 E Fayette St, Baltimore, MD 21202, USA"
"891","201 E Fayette St, Baltimore, MD 21202, USA"
"892","201 E Fayette St, Baltimore, MD 21202, USA"
"893","Froste Ln, Winters, TX 79567, USA"
"894","1500 PA-3, Philadelphia, PA 19102, USA"
"895","1500 PA-3, Philadelphia, PA 19102, USA"
"896","110 E Kansas St, Liberty, MO 64068, USA"
"897","110 E Kansas St, Liberty, MO 64068, USA"
"898","14 Wyckoff Way, Chester, NJ 07930, USA"
"899","Boon Township, MI, USA"
"900","5000 Estate Enighed, Independence, KS 67301, USA"
"901","New Hope, NC, USA"
"902","328 E Main St, Norman, OK 73069, USA"
"903","Georgia State Capitol, Atlanta, GA 30334, USA"
"904","Georgia State Capitol, Atlanta, GA 30334, USA"
"905","5000 Estate Enighed, Independence, KS 67301, USA"
"906","5000 Estate Enighed, Independence, KS 67301, USA"
"907","55 W Jackson Blvd, Chicago, IL 60604, USA"
"908","55 W Jackson Blvd, Chicago, IL 60604, USA"
"909","55 W Jackson Blvd, Chicago, IL 60604, USA"
"910","55 W Jackson Blvd, Chicago, IL 60604, USA"
"911","55 W Jackson Blvd, Chicago, IL 60604, USA"
"912","55 W Jackson Blvd, Chicago, IL 60604, USA"
"913","2790 Palm Bay Rd NE, Palm Bay, FL 32905, USA"
"914",NA
"915",NA
"916","106 S Tryon St, Charlotte, NC 28280, USA"
"917","Rt-44 at Jobstown Rd, West Deptford, NJ 08086, USA"
"918","Rt-44 at Jobstown Rd, West Deptford, NJ 08086, USA"
"919","Rt-44 at Jobstown Rd, West Deptford, NJ 08086, USA"
"920","2003 Park Lawn Pl, Middleton, WI 53562, USA"
"921","106 W 1st St, Los Angeles, CA 90012, USA"
"922","6th Ave / Locust St, DSM, Des Moines, IA 50309, USA"
"923","314 Shorecrest Ln, Linden, PA 17744, USA"
"924","615 3rd St, Davis, CA 95616, USA"
"925","615 3rd St, Davis, CA 95616, USA"
"926","Boon Township, MI, USA"
"927","27 Long St, Devizes SN10 1NW, UK"
"928","Ruta 205 esquina, Venezuela"
"929","2630 Croydon Drive, Sanger, CA 93657, USA"
"930","1664 Township Hwy 165, Ashley, OH 43003, USA"
"931","11 Centre St, New York, NY 10007, USA"
"932","Lehmustie 104, 41880 Jyväskylä, Finland"
"933","Lehmustie 104, 41880 Jyväskylä, Finland"
"934","Unnamed Road, San Francisco, CA 94102, USA"
"935","Unnamed Road, San Francisco, CA 94102, USA"
"936","1437 Bannock St, Denver, CO 80202, USA"
"937","38 Dunbarton Rd, Concord, NH 03301, USA"
"938","Calle Av. Rosales 121, Centro, Hermosillo, Son., Mexico"
"939","813 9th Ave, New York, NY 10019, USA"
"940","1301 Pitkin Ave, Grand Junction, CO 81501, USA"
"941","800 N 21st St, Independence, KS 67301, USA"
"942","8 nicholas Dr, Pottstown, PA 19464, USA"
"943","160 N Las Vegas Blvd, Las Vegas, NV 89101, USA"
"944","160 N Las Vegas Blvd, Las Vegas, NV 89101, USA"
"945","Avon Park, FL 33825, USA"
"946","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"947","5000 Estate Enighed, Independence, KS 67301, USA"
"948","5000 Estate Enighed, Independence, KS 67301, USA"
"949","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"950","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"951","5000 Estate Enighed, Independence, KS 67301, USA"
"952","Richmond Airport, 798-700 E Grace St, Richmond, VA 23219, USA"
"953","León Guzmán LB, Campo Verde, 73800 Teziutlán, Pue., Mexico"
"954","León Guzmán LB, Campo Verde, 73800 Teziutlán, Pue., Mexico"
"955","Calle de la Galarza 76, Zona Centro, 36000 Guanajuato, Gto., Mexico"
"956","5971 Bethel Rd SE, Port Orchard, WA 98367, USA"
"957","5971 Bethel Rd SE, Port Orchard, WA 98367, USA"
"958","5971 Bethel Rd SE, Port Orchard, WA 98367, USA"
"959","5000 Estate Enighed, Independence, KS 67301, USA"
"960","5000 Estate Enighed, Independence, KS 67301, USA"
"961","5000 Estate Enighed, Independence, KS 67301, USA"
"962","First National Building, 660 Woodward Ave, Detroit, MI 48226, USA"
"963","Blvrd Comitán 191, Moctezuma, 29030 Tuxtla Gutiérrez, Chis., Mexico"
"964","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"965","18183 Winton Rd, Leavenworth, WA 98826, USA"
"966","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"967","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"968","Av Pdte Adolfo López Mateos 134, Olive Colony, Mexico Nuevo, 52966 Cd López Mateos, Méx., Mexico"
"969","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"970","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"971","Deer Creek, IL 61733, USA"
"972","300 N Campbell St, El Paso, TX 79901, USA"
"973","17117 S Lily Cache Rd, Plainfield, IL 60586, USA"
"974","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"975","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"976","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"977","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"978","15 State St, Orem, UT 84058, USA"
"979","Av Miguel Ángel de Quevedo 870, La Concepción, 04020 Ciudad de México, CDMX, Mexico"
"980","Ontario P0T, Canada"
"981","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"982","3715 SE Division St, Portland, OR 97202, USA"
"983","Boon Township, MI, USA"
"984","1664 Township Hwy 165, Ashley, OH 43003, USA"
"985","55 W Jackson Blvd, Chicago, IL 60604, USA"
"986","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"987","22 W Washington St, Phoenix, AZ 85004, USA"
"988","271 1st St S, Montrose, MN 55363, USA"
"989","7637 20th St SW, Backus, MN 56435, USA"
"990","700 N Walnut St, Hutchinson, KS 67501, USA"
"991","5000 Estate Enighed, Independence, KS 67301, USA"
"992","5000 Estate Enighed, Independence, KS 67301, USA"
"993","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"994","153 Hale St, Lowell, MA 01851, USA"
"995","1200 Oak St, Kansas City, MO 64106, USA"
"996","1200 Oak St, Kansas City, MO 64106, USA"
"997","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"998","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"999","4017 N Scottsdale Rd, Scottsdale, AZ 85251, USA"
"1000","1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"1001","108 1st St E, Mt Vernon, IA 52314, USA"
"1002","601 N Florida Ave, Tampa, FL 33602, USA"
"1003","601 N Florida Ave, Tampa, FL 33602, USA"
"1004","501 Congress Ave, Austin, TX 78701, USA"
"1005","Av de los Héroes 108, Plutarco Elías Calles, 77090 Chetumal, Q.R., Mexico"
"1006","110 S Webster St, Spring Hill, KS 66083, USA"
"1007","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1008","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1009","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1010","3715 SE Division St, Portland, OR 97202, USA"
"1011","6949 E Main St, Reynoldsburg, OH 43068, USA"
"1012","101 E Iowa Ave, Greensburg, KS 67054, USA"
"1013","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1014","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1015","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1016","Zaragoza 506, Sin Nombre de Col 1, 67450 Cadereyta Jiménez, N.L., Mexico"
"1017","Av. del Tesoro 1507, La Aurora, 45080 Zapopan, Jal., Mexico"
"1018","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1019","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1020","Ontario P0T, Canada"
"1021","Ontario P0T, Canada"
"1022","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1023","2630 Croydon Drive, Sanger, CA 93657, USA"
"1024","San Cristóbal Province, Dominican Republic"
"1025","Ricardo Flores Magón 45, Centro, 33800 Hidalgo del Parral, Chih., Mexico"
"1026","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1027","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1028","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1029","126 St Paul St, Rochester, NY 14604, USA"
"1030","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1031","Grainger Hall of Business Administration, Madison, WI 53715, USA"
"1032","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1033","7498 Wisconsin Ave, Bethesda, MD 20814, USA"
"1034","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1035","3500E, San Jose, IL 62682, USA"
"1036","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1037","García Diego 118, De Tequisquiapan, 78230 San Luis, S.L.P., Mexico"
"1038","García Diego 118, De Tequisquiapan, 78230 San Luis, S.L.P., Mexico"
"1039","García Diego 118, De Tequisquiapan, 78230 San Luis, S.L.P., Mexico"
"1040","García Diego 118, De Tequisquiapan, 78230 San Luis, S.L.P., Mexico"
"1041","Calle Mariano Abasolo 634, Cuadrante II, Atasta de Serra, 86100 Villahermosa, Tab., Mexico"
"1042","Calle Mariano Abasolo 634, Cuadrante II, Atasta de Serra, 86100 Villahermosa, Tab., Mexico"
"1043","Badiraguato Municipality, Sinaloa, Mexico"
"1044","Armería Municipality, Colima, Mexico"
"1045","Ocampo 52, Centro, 28000 Colima, Col., Mexico"
"1046","Ontario P0T, Canada"
"1047","2630 Croydon Drive, Sanger, CA 93657, USA"
"1048","400 E Wisconsin Ave, Milwaukee, WI 53202, USA"
"1049","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"1050","Av Rosalio Bustamante 412, Americana, 89190 Tampico, Tamps., Mexico"
"1051","20000, Calle Gral. Ignacio Zaragoza 419, Zona Centro, Aguascalientes, Ags., Mexico"
"1052","2630 Croydon Drive, Sanger, CA 93657, USA"
"1053","301 N Georgie Ave, Derby, KS 67037, USA"
"1054","10 S Gilbert St, Iowa City, IA 52240, USA"
"1055","Unnamed Road, Korbel, CA 95550, USA"
"1056","1301 Bataan St NW, Washington, DC 20036, USA"
"1057","Georgia State Capitol, Atlanta, GA 30334, USA"
"1058","499 Concession 6 Woodhouse, Simcoe, ON N3Y 2V8, Canada"
"1059","Av. Ocampo Ote. SN-C CERVECERIA CORONA, Nuevo Torreón, 27060 Torreón, Coah., Mexico"
"1060","Av. Ocampo Ote. SN-C CERVECERIA CORONA, Nuevo Torreón, 27060 Torreón, Coah., Mexico"
"1061","Av. Ocampo Ote. SN-C CERVECERIA CORONA, Nuevo Torreón, 27060 Torreón, Coah., Mexico"
"1062","Av. Ocampo Ote. SN-C CERVECERIA CORONA, Nuevo Torreón, 27060 Torreón, Coah., Mexico"
"1063","Av. Ocampo Ote. SN-C CERVECERIA CORONA, Nuevo Torreón, 27060 Torreón, Coah., Mexico"
"1064","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1065","70 Raglan Rd ON, Cambridge, MA 02138, United States"
"1066","Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA"
"1067","12999 S Euclid St, Garden Grove, CA 92843, USA"
"1068","12999 S Euclid St, Garden Grove, CA 92843, USA"
"1069","12999 S Euclid St, Garden Grove, CA 92843, USA"
"1070","12999 S Euclid St, Garden Grove, CA 92843, USA"
"1071","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"1072","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"1073","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"1074","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"1075","1664 Township Hwy 165, Ashley, OH 43003, USA"
"1076","127 E Yosemite Ave, Manteca, CA 95336, USA"
"1077","198-100, FL-20, Tallahassee, FL 32301, United States"
"1078","198-100, FL-20, Tallahassee, FL 32301, United States"
"1079","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1080","6700 E Reno Ave, Midwest City, OK 73110, USA"
"1081","Harvard-Alton, Irvine, CA, USA"
"1082","1714 Watson St, St Charles, MO 63301, USA"
"1083","1714 Watson St, St Charles, MO 63301, USA"
"1084","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1085",NA
"1086",NA
"1087","3715 SE Division St, Portland, OR 97202, USA"
"1088","Calle Alberto Carrera Torres 1301, Residencial Selectas, 87050 Cd Victoria, Tamps., Mexico"
"1089","Chilpancingo, Guerrero, Mexico"
"1090","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1091","36 Court St, Springfield, MA 01103, USA"
"1092","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1093","565 5th Ave, Longmont, CO 80501, USA"
"1094","1437 Bannock St, Denver, CO 80202, USA"
"1095","Froste Ln, Winters, TX 79567, USA"
"1096","126 S Cherry St, Olathe, KS 66061, USA"
"1097","126 S Cherry St, Olathe, KS 66061, USA"
"1098","126 S Cherry St, Olathe, KS 66061, USA"
"1099","3715 SE Division St, Portland, OR 97202, USA"
"1100","San Cristóbal Province, Dominican Republic"
"1101","5000 Estate Enighed, Independence, KS 67301, USA"
"1102","5000 Estate Enighed, Independence, KS 67301, USA"
"1103","Intl Airport - Zone 1 Ground Transportation Center, Indianapolis, IN 46204, USA"
"1104","310 3rd Ave SE, Cedar Rapids, IA 52401, USA"
"1105","217 ME-160, Denmark, ME 04022, USA"
"1106","San Cristóbal Province, Dominican Republic"
"1107","5000 Estate Enighed, Independence, KS 67301, USA"
"1108","5000 Estate Enighed, Independence, KS 67301, USA"
"1109","5000 Estate Enighed, Independence, KS 67301, USA"
"1110","5000 Estate Enighed, Independence, KS 67301, USA"
"1111","5000 Estate Enighed, Independence, KS 67301, USA"
"1112","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"1113","415 Howard St, Petoskey, MI 49770, USA"
"1114","Georgia State Capitol, Atlanta, GA 30334, USA"
"1115","1301 Bataan St NW, Washington, DC 20036, USA"
"1116","55 W Jackson Blvd, Chicago, IL 60604, USA"
"1117","55 W Jackson Blvd, Chicago, IL 60604, USA"
"1118","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"1119","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"1120","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"1121","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"1122","Nuevo Hidalgo, Puerta de Hierro, 42083 Pachuca de Soto, Hgo., Mexico"
"1123","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1124","Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA"
"1125","195 E Santa Clara St, San Jose, CA 95112, USA"
"1126","101 Maple St, Auburn, CA 95603, USA"
"1127","Calle Miguel Hidalgo 9C, Centro, 47540 Ojuelos, Jal., Mexico"
"1128","1301 Bataan St NW, Washington, DC 20036, USA"
"1129","Georgia State Capitol, Atlanta, GA 30334, USA"
"1130","Georgia State Capitol, Atlanta, GA 30334, USA"
"1131","200 SW 4th St, Corvallis, OR 97330, USA"
"1132","273 Dundas St, London, ON, Canada"
"1133","11 Centre St, New York, NY 10007, USA"
"1134","11 Centre St, New York, NY 10007, USA"
"1135","11 Centre St, New York, NY 10007, USA"
"1136","113 N 2nd St, Cabot, AR 72023, USA"
"1137","1301 Bataan St NW, Washington, DC 20036, USA"
"1138","1301 Bataan St NW, Washington, DC 20036, USA"
"1139","1301 Bataan St NW, Washington, DC 20036, USA"
"1140","1301 Bataan St NW, Washington, DC 20036, USA"
"1141","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"1142","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1143","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1144","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1145","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1146","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1147","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1148","337 Carondelet St, New Orleans, LA 70130, USA"
"1149","Ensenada, Baja California, Mexico"
"1150","Ensenada, Baja California, Mexico"
"1151","Ensenada, Baja California, Mexico"
"1152","Ensenada, Baja California, Mexico"
"1153","5000 Estate Enighed, Independence, KS 67301, USA"
"1154","110 S Front St, St Marys, OH 45885, USA"
"1155","7637 20th St SW, Backus, MN 56435, USA"
"1156","2630 Croydon Drive, Sanger, CA 93657, USA"
"1157","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1158","58000, Juan Álvarez 150, Centro Histórico, Morelia, Mich., Mexico"
"1159","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1160","7637 20th St SW, Backus, MN 56435, USA"
"1161","Tingskrivervej 7, 8620 Kjellerup, Denmark"
"1162","P.O. Box 1188, Bowling Green, OH 43402, United States"
"1163","20000, Calle Gral. Ignacio Zaragoza 419, Zona Centro, Aguascalientes, Ags., Mexico"
"1164","6750 Pioneer Pkwy, Johnston, IA 50131, USA"
"1165","5000 Estate Enighed, Independence, KS 67301, USA"
"1166","5000 Estate Enighed, Independence, KS 67301, USA"
"1167","5000 Estate Enighed, Independence, KS 67301, USA"
"1168","5000 Estate Enighed, Independence, KS 67301, USA"
"1169","395 Main St, Salt Lake City, UT 84111, USA"
"1170","209 S Main St, Fond du Lac, WI 54935, USA"
"1171",NA
"1172",NA
"1173","Av. de los Grandes Lagos 17, Puerto Vallarta, 48313 Puerto Vallarta, Jal., Mexico"
"1174","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"1175","Metomen, WI, USA"
"1176","35 Mill St, Orono, ME 04473, USA"
"1177","1301 Bataan St NW, Washington, DC 20036, USA"
"1178","Woolridge Rd, Dillwyn, VA 23936, USA"
"1179","20000, Calle Gral. Ignacio Zaragoza 419, Zona Centro, Aguascalientes, Ags., Mexico"
"1180","20000, Calle Gral. Ignacio Zaragoza 419, Zona Centro, Aguascalientes, Ags., Mexico"
"1181","20000, Calle Gral. Ignacio Zaragoza 419, Zona Centro, Aguascalientes, Ags., Mexico"
"1182","20000, Calle Gral. Ignacio Zaragoza 419, Zona Centro, Aguascalientes, Ags., Mexico"
"1183","Canon Zacatecas 3, México, 22056 Tijuana, B.C., Mexico"
"1184","Canon Zacatecas 3, México, 22056 Tijuana, B.C., Mexico"
"1185","720n N Ocean St, Jacksonville, FL 32202, USA"
"1186","1301 Bataan St NW, Washington, DC 20036, USA"
"1187","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1188","1301 Bataan St NW, Washington, DC 20036, USA"
"1189","carretera frensnillo durango km 726, Dgo., Mexico"
"1190","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1191","1301 Bataan St NW, Washington, DC 20036, USA"
"1192","1301 Bataan St NW, Washington, DC 20036, USA"
"1193","1301 Bataan St NW, Washington, DC 20036, USA"
"1194","18183 Winton Rd, Leavenworth, WA 98826, USA"
"1195","18183 Winton Rd, Leavenworth, WA 98826, USA"
"1196","18183 Winton Rd, Leavenworth, WA 98826, USA"
"1197","18183 Winton Rd, Leavenworth, WA 98826, USA"
"1198","18183 Winton Rd, Leavenworth, WA 98826, USA"
"1199","18183 Winton Rd, Leavenworth, WA 98826, USA"
"1200","18183 Winton Rd, Leavenworth, WA 98826, USA"
"1201","18183 Winton Rd, Leavenworth, WA 98826, USA"
"1202","Santa, Carretera federal xalapa entronque entronque, Xalapa Enríquez, Ver., Mexico"
"1203","22 W Washington St, Phoenix, AZ 85004, USA"
"1204","1125 1st Ave, Ronkonkoma, NY 11779, USA"
"1205","4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"1206","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"1207","312 Brinley Ave, Bradley Beach, NJ 07720, USA"
"1208","112 E Main St, Kent, OH 44240, USA"
"1209","112 E Main St, Kent, OH 44240, USA"
"1210","112 E Main St, Kent, OH 44240, USA"
"1211","112 E Main St, Kent, OH 44240, USA"
"1212","1301 Bataan St NW, Washington, DC 20036, USA"
"1213","1301 Bataan St NW, Washington, DC 20036, USA"
"1214","Alta Store, Alta, CA 95701, USA"
"1215","Unnamed Road, Hacker Valley, WV 26222, USA"
"1216","Av. Plan de Ayala 618, Jacarandas, 62420 Cuernavaca, Mor., Mexico"
"1217","Av Rosalio Bustamante 412, Americana, 89190 Tampico, Tamps., Mexico"
"1218","285 College St, New Haven, CT 06510, USA"
"1219","1500 PA-3, Philadelphia, PA 19102, USA"
"1220","244 N Erie St, Toledo, OH 43604, USA"
"1221","24805 Carbon Ln, Valencia, CA 91354, USA"
"1222","24805 Carbon Ln, Valencia, CA 91354, USA"
"1223","24805 Carbon Ln, Valencia, CA 91354, USA"
"1224","24805 Carbon Ln, Valencia, CA 91354, USA"
"1225","24805 Carbon Ln, Valencia, CA 91354, USA"
"1226","24805 Carbon Ln, Valencia, CA 91354, USA"
"1227","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1228","1301 Bataan St NW, Washington, DC 20036, USA"
"1229","505 N Meridian, Puyallup, WA 98371, USA"
"1230","998 Bagby St, Houston, TX 77002, USA"
"1231","Coolfin Glebe, Co. Offaly, Ireland"
"1232","Coolfin Glebe, Co. Offaly, Ireland"
"1233","Coolfin Glebe, Co. Offaly, Ireland"
"1234","34635, Insurgentes 200, Lomas de San Juan, Santiago Papasquiaro, Dgo., Mexico"
"1235","Ricardo Flores Magón 45, Centro, 33800 Hidalgo del Parral, Chih., Mexico"
"1236","Emiliano Zapata 18, Infonavit, Mi Ranchito, 34700 Cd Guadalupe Victoria, Dgo., Mexico"
"1237","3400 Broadway, Gary, IN 46408, USA"
"1238","106 W 1st St, Los Angeles, CA 90012, USA"
"1239","Santa, Carretera federal xalapa entronque entronque, Xalapa Enríquez, Ver., Mexico"
"1240","907 9th St, Sacramento, CA 95814, USA"
"1241","Nadadores, Coah., Mexico"
"1242","Nadadores, Coah., Mexico"
"1243","Nadadores, Coah., Mexico"
"1244","Nadadores, Coah., Mexico"
"1245","Nadadores, Coah., Mexico"
"1246","5000 Estate Enighed, Independence, KS 67301, USA"
"1247","1 Cambridge St, Boston, MA 02114, USA"
"1248","106 W 1st St, Los Angeles, CA 90012, USA"
"1249","Calle Mariano Jiménez 302b, Bolívar, Zona Centro, 31000 Chihuahua, Chih., Mexico"
"1250","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1251","244 N Erie St, Toledo, OH 43604, USA"
"1252","Avon Park, FL 33825, USA"
"1253","5000 Estate Enighed, Independence, KS 67301, USA"
"1254","1108 Clinton Ave, Irvington, NJ 07111, USA"
"1255","1108 Clinton Ave, Irvington, NJ 07111, USA"
"1256","101-199 Mckinley Ave SW, Canton, OH 44702, USA"
"1257","1301 Bataan St NW, Washington, DC 20036, USA"
"1258","11 Centre St, New York, NY 10007, USA"
"1259","2630 Croydon Drive, Sanger, CA 93657, USA"
"1260","2630 Croydon Drive, Sanger, CA 93657, USA"
"1261","Unnamed Road, Daimon, Nagawa-machi, Chiisagata-gun, Nagano-ken 386-0601, Japan"
"1262","322 E 14th St, New York, NY 10003, USA"
"1263","Unnamed Road, Yeri"
"1264","6th Ave / Locust St, DSM, Des Moines, IA 50309, USA"
"1265","11 Centre St, New York, NY 10007, USA"
"1266","1010 Hickman Rd, Augusta, GA 30904, USA"
"1267",NA
"1268",NA
"1269","7637 20th St SW, Backus, MN 56435, USA"
"1270",NA
"1271","Aquiles Serdán Municipality, Chihuahua, Mexico"
"1272","Zaragoza 506, Sin Nombre de Col 1, 67450 Cadereyta Jiménez, N.L., Mexico"
"1273",NA
"1274","Calle 12 Nte LB, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R., Mexico"
"1275","9412 Grant Ave, Manassas, VA 20110, USA"
"1276",NA
"1277",NA
"1278","1000 Fremont St, Manhattan, KS 66502, USA"
"1279","Jackson, NJ 08527, USA"
"1280","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1281","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1282","70 Raglan Rd ON, Cambridge, MA 02138, United States"
"1283","70 Raglan Rd ON, Cambridge, MA 02138, United States"
"1284",NA
"1285","3 N University Ave, Provo, UT 84601, USA"
"1286","3 N University Ave, Provo, UT 84601, USA"
"1287","323 E 55th St, Kansas City, MO 64113, USA"
"1288","Lehmustie 104, 41880 Jyväskylä, Finland"
"1289","7324 W 80th St, Overland Park, KS 66204, USA"
"1290","5000 Estate Enighed, Independence, KS 67301, USA"
"1291","1003 GA-31, Helena, GA 31037, USA"
"1292",NA
"1293","314 Shorecrest Ln, Linden, PA 17744, USA"
"1294","Unnamed Road, San Francisco, CA 94102, USA"
"1295",NA
"1296","354 N Virginia St, Reno, NV 89501, USA"
"1297","1501 SE 7th Ave, Portland, OR 97214, USA"
"1298","Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"1299","2 N Main St, Tooele, UT 84074, USA"
"1300",NA
"1301","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1302","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1303","Boulevard Adolfo López Mateos 2090, Fraccionamiento Villa Mediterranea, Mexicali, B.C., Mexico"
"1304","Boulevard Adolfo López Mateos 2090, Fraccionamiento Villa Mediterranea, Mexicali, B.C., Mexico"
"1305","Boulevard Adolfo López Mateos 2090, Fraccionamiento Villa Mediterranea, Mexicali, B.C., Mexico"
"1306","Boulevard Adolfo López Mateos 2090, Fraccionamiento Villa Mediterranea, Mexicali, B.C., Mexico"
"1307","144 Hawthorne Ct, Wyomissing, PA 19610, USA"
"1308","144 Hawthorne Ct, Wyomissing, PA 19610, USA"
"1309","Av. del Tesoro 1507, La Aurora, 45080 Zapopan, Jal., Mexico"
"1310","100-134 S Ellis St, Salisbury, NC 28144, USA"
"1311","998 Bagby St, Houston, TX 77002, USA"
"1312","310 3rd Ave SE, Cedar Rapids, IA 52401, USA"
"1313","Sarmiento 749, P3600 Formosa, Argentina"
"1314","&, Mill Street, Coburg Rd, Eugene, OR 97401, United States"
"1315","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1316","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1317","337 Carondelet St, New Orleans, LA 70130, USA"
"1318","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1319","3715 SE Division St, Portland, OR 97202, USA"
"1320","3715 SE Division St, Portland, OR 97202, USA"
"1321","3715 SE Division St, Portland, OR 97202, USA"
"1322","3715 SE Division St, Portland, OR 97202, USA"
"1323","3715 SE Division St, Portland, OR 97202, USA"
"1324","3715 SE Division St, Portland, OR 97202, USA"
"1325","3715 SE Division St, Portland, OR 97202, USA"
"1326","572-598 Grant St, Pittsburgh, PA 15219, USA"
